,split0_test_rmse,split1_test_rmse,split2_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,split0_test_mae,split1_test_mae,split2_test_mae,mean_test_mae,std_test_mae,rank_test_mae,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_n_epochs,param_lr_all,param_reg_all
58,3.4961075232021344,3.487477139779381,3.486630678627336,3.4900717805362835,0.0042818816943610795,44,3.049305478166751,3.0412502807589044,3.0403133359727565,3.0436230316328037,0.0040362619126651875,44,3.517255703608195,0.0026402416850770305,1.358152707417806,0.1755677340420038,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.4}",100,5,0.005,0.4
59,3.511806646060586,3.503100545009249,3.5020260307091915,3.5056444072596755,0.004379386222203682,52,3.0883061663727673,3.0808266914763536,3.079601004417193,3.0829112874221045,0.0038474334614974812,60,3.581965525945028,0.05764489511570404,1.37417205174764,0.19706926761919816,"{'n_factors': 100, 'n_epochs': 5, 'lr_all': 0.005, 'reg_all': 0.6}",100,5,0.005,0.6
60,3.4916099428261846,3.484596812736139,3.483979303619901,3.4867286863940747,0.0034607636579391888,40,2.9945590718486352,2.9859286042289828,2.9878672128985566,2.9894516296587246,0.0036972084231118667,24,7.250284353892009,0.054194540979574636,1.3589146931966145,0.19051581232279852,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.002, 'reg_all': 0.02}",100,10,0.002,0.02
61,3.5100845953035913,3.5006369435086357,3.5006492132459828,3.5037902506860696,0.004450776580905381,48,3.06229218940767,3.0544158886866266,3.054799669172271,3.057169249088856,0.003625852543231535,52,7.098033905029297,0.08588406378468125,1.3782165845235188,0.1867306461079312,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.002, 'reg_all': 0.4}",100,10,0.002,0.4
62,3.5252887620941076,3.5160337266208446,3.515458562130674,3.518927016948542,0.004504557286462418,56,3.099808578966257,3.0926191597374193,3.0921876382011755,3.0948717923016176,0.0034952777322347747,64,7.035037994384766,0.06957768434544012,1.2550609111785889,0.07333223566544805,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.002, 'reg_all': 0.6}",100,10,0.002,0.6
63,3.4847613188754543,3.478131862363683,3.481212306305546,3.4813684958482276,0.002708716767560976,34,2.943242536149261,2.9329925322127357,2.9401140921564872,2.9387830535061616,0.0042890863899897255,8,6.996428966522217,0.03520944141520818,1.5031423568725586,0.18525336311883225,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.005, 'reg_all': 0.02}",100,10,0.005,0.02
64,3.4627148363549143,3.45367057575173,3.453742988785641,3.4567094669640945,0.004246540321407595,15,3.00462230820505,2.995442481604051,2.995443563858147,2.998502784555749,0.004327156692608481,28,6.986606041590373,0.018666823963029943,1.354081630706787,0.17644654609612886,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.005, 'reg_all': 0.4}",100,10,0.005,0.4
65,3.4801868936097997,3.4716616333590187,3.4711651221144675,3.474337883027762,0.004140839242277963,30,3.0473389574870033,3.039114715316122,3.0385872420726354,3.041680304958587,0.00400706196056111,40,6.989960114161174,0.024139121445003502,1.353631814320882,0.19653396996702402,"{'n_factors': 100, 'n_epochs': 10, 'lr_all': 0.005, 'reg_all': 0.6}",100,10,0.005,0.6
66,3.4769087546985746,3.4666340067974857,3.4651295110003755,3.4695574241654783,0.005234336784222884,24,2.949279912543838,2.937806751709161,2.938447702761126,2.9418447890047084,0.005263933959460611,9,14.005708773930868,0.08454706766846078,1.3541902701059978,0.1673768816468401,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.02}",100,20,0.002,0.02
67,3.4717297578557487,3.46290976336446,3.463534847763263,3.466058122994491,0.004018562274079815,21,3.0144608660331267,3.0056417143543603,3.0071021742324433,3.009068251539977,0.0038594865001854296,35,13.921010335286459,0.06601787253521169,1.3556043306986492,0.1938494979117353,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.4}",100,20,0.002,0.4
68,3.4891450239719743,3.480573735050568,3.4803388818296774,3.4833525469507403,0.004097021807767764,38,3.055772673366462,3.048225404028713,3.0483035245554677,3.0507672006502147,0.0035395473852833834,48,14.039448022842407,0.037330675426789243,1.4839255809783936,0.19571421414847232,"{'n_factors': 100, 'n_epochs': 20, 'lr_all': 0.002, 'reg_all': 0.6}",100,20,0.002,0.6
